Date received,Product,Sub-product,Issue,Complaint list,Company,State,Tags,Date sent,Company response,Timely response,Consumer disputed,Date difference(%)
18-08-2015,Debt collection,Medical,Cont'd attempts collect debt not owed,Third party action,"NRA Group, LLC",MA,Older American,21-08-2015,Closed with non-monetary relief,Yes,No,11.87
08-05-2015,Debt collection,Payday loan,Improper contact or sharing of info,Misunderstanding,Direct Capital,TN,Servicemember,26-08-2016,Closed,Yes,No,1731.25
21-03-2017,Debt collection,Credit card,Taking/threatening an illegal action,responds  only to consumer,"Atlantic Credit & Finance, Inc.",MD,Servicemember,22-03-2017,Closed with non-monetary relief,Yes,No,3.96
24-02-2017,Debt collection,Medical,Disclosure verification of debt,Acted by contract/law,"Meade & Associates, Inc.",OH,Servicemember,01-03-2017,Closed with explanation,Yes,Yes,19.79
30-12-2016,Debt collection,"Other (i.e. phone, health club, etc.)",Cont'd attempts collect debt not owed,responds  only to consumer,"ECMC GROUP, INC.",IN,Servicemember,06-02-2017,Closed with explanation,Yes,No,150.36
12-03-2016,Student loan,Non-federal student loan,Can't repay my loan,responds  only to consumer,"ECMC GROUP, INC.",CA,Servicemember,16-03-2016,Closed with explanation,Yes,Yes,15.84
01-04-2016,Debt collection,Payday loan,Cont'd attempts collect debt not owed,company disputing complaint,"Real Time Group, Inc.",CA,"Older American, Servicemember",01-04-2016,Closed with explanation,Yes,No,0
18-05-2016,Debt collection,Credit card,Cont'd attempts collect debt not owed,responds  only to consumer,"BANK OF AMERICA, NATIONAL ASSOCIATION",NC,Older American,24-05-2016,Closed with monetary relief,Yes,No,23.75
17-11-2016,Debt collection,Medical,Improper contact or sharing of info,Acted by contract/law,"Aargon Agency, Inc.",IL,Older American,17-12-2016,Closed with explanation,Yes,No,88.27
12-11-2016,Debt collection,Medical,Cont'd attempts collect debt not owed,Acted by contract/law,Consumer Collection Management. Inc,IL,Older American,12-11-2016,Closed with explanation,Yes,No,0
12-01-2017,Debt collection,Credit card,Disclosure verification of debt,responds  only to consumer,"CITIBANK, N.A.",MA,Servicemember,12-01-2017,Closed with explanation,Yes,No,0
28-10-2015,Debt collection,Medical,Cont'd attempts collect debt not owed,Acted by contract/law,"Client Services, Inc.",FL,Servicemember,28-10-2015,Closed with explanation,Yes,No,0
20-10-2015,Student loan,Non-federal student loan,Dealing with my lender or servicer,Acted by contract/law,"MRS BPO, LLC",OH,Servicemember,30-11-2015,Closed with explanation,Yes,No,131.8
05-05-2015,Debt collection,Medical,Cont'd attempts collect debt not owed,Acted by contract/law,"Express Recovery Services, Inc.",TX,Older American,06-05-2015,Closed,Yes,No,3.97
19-11-2016,Debt collection,Federal student loan,Improper contact or sharing of info,Acted by contract/law,GREAT LAKES,OK,Servicemember,24-11-2016,Closed with explanation,Yes,No,19.79
27-08-2015,Debt collection,Medical,False statements or representation,Acted by contract/law,TH Professional & Medical Collections LTD,IL,Older American,04-09-2015,Closed with explanation,Yes,Yes,31.65
28-03-2017,Debt collection,"Other (i.e. phone, health club, etc.)",False statements or representation,responds  only to consumer,"Convergent Resources, Inc.",NV,Servicemember,28-03-2017,Closed with explanation,Yes,No,0
03-03-2016,Debt collection,Medical,Communication tactics,Acted by contract/law,Optima Recovery Services LLC.,TN,Servicemember,08-03-2016,Closed with non-monetary relief,Yes,No,19.79
19-10-2016,Debt collection,Credit card,Communication tactics,responds  only to consumer,SYNCHRONY FINANCIAL,MO,Older American,21-10-2016,Closed with explanation,Yes,No,7.9
08-11-2016,Debt collection,Credit card,Cont'd attempts collect debt not owed,responds  only to consumer,SYNCHRONY FINANCIAL,KY,Servicemember,08-11-2016,Closed with explanation,Yes,Yes,0
06-04-2016,Debt collection,Credit card,Taking/threatening an illegal action,responds  only to consumer,"CITIBANK, N.A.",GA,Older American,06-04-2016,Closed with monetary relief,Yes,No,0
01-05-2016,Debt collection,Credit card,False statements or representation,responds  only to consumer,"CITIBANK, N.A.",MD,Older American,01-05-2016,Closed with explanation,Yes,Yes,0
25-11-2016,Debt collection,"Other (i.e. phone, health club, etc.)",Disclosure verification of debt,Acted by contract/law,"Carter-Young, Inc.",HI,Servicemember,25-11-2016,Closed with explanation,Yes,No,0
11-08-2016,Debt collection,"Other (i.e. phone, health club, etc.)",Cont'd attempts collect debt not owed,responds  only to consumer,The Receivable Management Services LLC,CT,Older American,11-08-2016,Closed with non-monetary relief,Yes,No,0
21-10-2016,Debt collection,"Other (i.e. phone, health club, etc.)",Improper contact or sharing of info,Acted by contract/law,Columbia Recovery Group LLC,WA,Servicemember,14-11-2016,Closed with explanation,Yes,Yes,94.96
06-01-2017,Debt collection,Non-federal student loan,Communication tactics,Acted by contract/law,"The Regional Adjustment Bureau, Incorporated",VA,Servicemember,06-01-2017,Closed with non-monetary relief,Yes,No,0
24-04-2016,Debt collection,Medical,Cont'd attempts collect debt not owed,responds  only to consumer,"CMRE Financial Services, Inc.",TX,Servicemember,24-04-2016,Closed with explanation,Yes,Yes,0
05-10-2016,Debt collection,Mortgage,Cont'd attempts collect debt not owed,Isolated error,Ditech Financial LLC,AZ,Older American,05-10-2016,Closed with explanation,Yes,No,0
06-06-2016,Student loan,Non-federal student loan,Dealing with my lender or servicer,Acted by contract/law,Dream Center Education Holdings,OH,Servicemember,06-06-2016,Closed with explanation,Yes,Yes,0
22-12-2016,Debt collection,Credit card,Communication tactics,responds  only to consumer,SYNCHRONY FINANCIAL,CO,Older American,22-12-2016,Closed with non-monetary relief,Yes,No,0
10-07-2016,Debt collection,Medical,Cont'd attempts collect debt not owed,Acted by contract/law,"American Accounts & Advisers, Inc.",MN,Servicemember,10-07-2016,Closed with explanation,Yes,No,0
23-05-2016,Student loan,Federal student loan servicing,Can't repay my loan,responds  only to consumer,Vermont Student Assistance Corporation,FL,Older American,23-05-2016,Closed with explanation,Yes,Yes,0
13-05-2015,Debt collection,"Other (i.e. phone, health club, etc.)",Disclosure verification of debt,Misunderstanding,"Ray Klein, Inc.",AL,Servicemember,13-05-2015,Closed with explanation,Yes,No,0
27-05-2015,Debt collection,Auto,False statements or representation,Acted by contract/law,"Paypal Holdings, Inc",CA,Servicemember,27-05-2015,Closed with explanation,Yes,No,0
18-04-2016,Debt collection,Credit card,Cont'd attempts collect debt not owed,responds  only to consumer,SQUARETWO FINANCIAL CORPORATION,NC,Older American,18-04-2016,Closed with explanation,Yes,No,0
02-09-2016,Student loan,Non-federal student loan,Dealing with my lender or servicer,responds  only to consumer,"Delta Management Associates, Inc.",CA,Servicemember,08-09-2016,Closed with explanation,Yes,Yes,23.75
24-05-2016,Debt collection,"Other (i.e. phone, health club, etc.)",Communication tactics,responds  only to consumer,"I.C. System, Inc.",NY,Servicemember,24-05-2016,Closed with explanation,Yes,No,0
29-08-2016,Debt collection,"Other (i.e. phone, health club, etc.)",False statements or representation,responds  only to consumer,"FAIR COLLECTIONS & OUTSOURCING, INC.",VA,Servicemember,31-08-2016,Closed with explanation,Yes,No,7.92
15-03-2016,Debt collection,Medical,Cont'd attempts collect debt not owed,Acted by contract/law,"Credit Consulting Services, Inc.",TX,Servicemember,15-03-2016,Closed with explanation,Yes,No,0
05-11-2015,Debt collection,"Other (i.e. phone, health club, etc.)",Cont'd attempts collect debt not owed,Third party action,"I.Q. DATA INTERNATIONAL, INC.",CA,Servicemember,05-11-2015,Closed with non-monetary relief,Yes,No,0
27-09-2016,Debt collection,"Other (i.e. phone, health club, etc.)",Cont'd attempts collect debt not owed,Acted by contract/law,Douglass & Associates Co. LPA,TN,Servicemember,27-09-2016,Closed with explanation,Yes,Yes,0
14-07-2016,Debt collection,Medical,Cont'd attempts collect debt not owed,Acted by contract/law,"R.M. Galicia, Inc.",CA,Servicemember,14-07-2016,Closed with explanation,Yes,No,0
22-10-2016,Debt collection,Medical,Cont'd attempts collect debt not owed,Acted by contract/law,"Retrieval-Masters Creditors Bureau, Inc., Elmsford, NY Branch",CA,Servicemember,09-11-2016,Closed with explanation,Yes,No,71.24
26-05-2016,Debt collection,Medical,Cont'd attempts collect debt not owed,Acted by contract/law,SECURITY CREDIT SYSTEMS INC,NY,Older American,26-05-2016,Closed with explanation,Yes,Yes,0
24-04-2015,Debt collection,"Other (i.e. phone, health club, etc.)",Cont'd attempts collect debt not owed,Acted by contract/law,ERC,TX,Older American,24-04-2015,Closed with non-monetary relief,Yes,Yes,0
07-04-2016,Debt collection,"Other (i.e. phone, health club, etc.)",Cont'd attempts collect debt not owed,Acted by contract/law,ERC,FL,"Older American, Servicemember",08-04-2016,Closed with non-monetary relief,Yes,No,3.96
20-09-2016,Debt collection,"Other (i.e. phone, health club, etc.)",Cont'd attempts collect debt not owed,Misunderstanding,ERC,CA,Servicemember,20-09-2016,Closed with non-monetary relief,Yes,No,0
12-06-2015,Debt collection,"Other (i.e. phone, health club, etc.)",Cont'd attempts collect debt not owed,Acted by contract/law,ERC,NV,Servicemember,12-06-2015,Closed with non-monetary relief,Yes,Yes,0
29-12-2016,Debt collection,Mortgage,Disclosure verification of debt,responds  only to consumer,WELLS FARGO & COMPANY,MA,Older American,29-12-2016,Closed with explanation,Yes,No,0
15-08-2016,Debt collection,Medical,Cont'd attempts collect debt not owed,responds  only to consumer,United Consumers Inc,VA,Servicemember,15-08-2016,Closed with explanation,Yes,No,0
25-04-2016,Debt collection,"Other (i.e. phone, health club, etc.)",Cont'd attempts collect debt not owed,responds  only to consumer,"New Century Financial Services, Inc.",NJ,Older American,28-04-2016,Closed with explanation,Yes,No,11.86
10-11-2015,Debt collection,"Other (i.e. phone, health club, etc.)",Improper contact or sharing of info,Acted by contract/law,Linebarger Goggan Blair & Sampson LLP,TX,Servicemember,10-11-2015,Closed with explanation,Yes,No,0
27-05-2015,Debt collection,Medical,Cont'd attempts collect debt not owed,Acted by contract/law,HCFS Healthcare Financial Services of TeamHealth,TX,Older American,11-06-2015,Closed with explanation,Yes,Yes,59.36
21-09-2015,Debt collection,Credit card,Cont'd attempts collect debt not owed,Acted by contract/law,UNITED SERVICES AUTOMOBILE ASSOCIATION,AZ,Servicemember,21-09-2015,Closed with explanation,Yes,Yes,0
21-05-2015,Debt collection,"Other (i.e. phone, health club, etc.)",Cont'd attempts collect debt not owed,Acted by contract/law,ERC,FL,Older American,21-05-2015,Closed with non-monetary relief,Yes,No,0
20-09-2016,Debt collection,"Other (i.e. phone, health club, etc.)",Cont'd attempts collect debt not owed,Acted by contract/law,"Valentine and Kebartas, Inc.",FL,Servicemember,21-10-2016,Closed with explanation,Yes,No,122.66
14-09-2015,Debt collection,"Other (i.e. phone, health club, etc.)",Cont'd attempts collect debt not owed,No public response provided,"ProCollect, Inc.",CO,Servicemember,14-09-2015,Closed with explanation,Yes,No,0
25-03-2015,Debt collection,"Other (i.e. phone, health club, etc.)",Taking/threatening an illegal action,Acted by contract/law,"Fairway Collections, LLC",WA,Servicemember,25-03-2015,Closed with explanation,Yes,Yes,0
16-04-2015,Debt collection,"Other (i.e. phone, health club, etc.)",Cont'd attempts collect debt not owed,Acted by contract/law,"National Credit Systems,Inc.",CO,Servicemember,16-04-2015,Closed with explanation,Yes,No,0
19-06-2016,Student loan,Non-federal student loan,Dealing with my lender or servicer,responds  only to consumer,ACCESS GROUP INC.,NM,Servicemember,19-06-2016,Closed with explanation,Yes,No,0
27-10-2016,Debt collection,"Other (i.e. phone, health club, etc.)",False statements or representation,company disputing complaint,"National Credit Systems,Inc.",GA,Servicemember,27-10-2016,Closed with explanation,Yes,Yes,0
16-04-2016,Debt collection,"Other (i.e. phone, health club, etc.)",Cont'd attempts collect debt not owed,Acted by contract/law,NorthStar Technologies,TX,Servicemember,31-05-2016,Closed with explanation,No,No,147.62
12-12-2016,Debt collection,"Other (i.e. phone, health club, etc.)",Taking/threatening an illegal action,Acted by contract/law,Monterey Financial Services LLC,CO,Servicemember,16-12-2016,Closed with explanation,Yes,No,15.83
29-03-2017,Debt collection,"Other (i.e. phone, health club, etc.)",Communication tactics,Acted by contract/law,Equitable Acceptance Corp,MD,Servicemember,29-03-2017,Closed with explanation,Yes,No,0
09-03-2016,Debt collection,"Other (i.e. phone, health club, etc.)",Cont'd attempts collect debt not owed,Acted by contract/law,"Pinnacle Credit Services, LLC",NE,Servicemember,09-03-2016,Closed with non-monetary relief,Yes,No,0
08-08-2016,Debt collection,Medical,Disclosure verification of debt,Acted by contract/law,"COLLECTION SERVICES OF ATHENS, INC.",VA,Servicemember,08-08-2016,Closed with explanation,Yes,No,0
06-10-2016,Debt collection,Credit card,Taking/threatening an illegal action,Acted by contract/law,"Pressler & Pressler, LLP",NJ,Servicemember,06-10-2016,Closed with explanation,Yes,No,0
21-03-2016,Debt collection,Credit card,Taking/threatening an illegal action,Acted by contract/law,"Frederick J. Hanna & Associates, P.C. (closed)",GA,Older American,07-04-2016,Closed with explanation,Yes,No,67.25
26-06-2016,Debt collection,Medical,Cont'd attempts collect debt not owed,responds  only to consumer,Credit Adjustments Inc,MN,Servicemember,26-06-2016,Closed with explanation,Yes,No,0
06-02-2017,Debt collection,Medical,Communication tactics,responds  only to consumer,"American Collections Enterprise, Inc.",MD,Older American,06-02-2017,Closed,Yes,Yes,0
17-06-2015,Debt collection,"Other (i.e. phone, health club, etc.)",Disclosure verification of debt,Acted by contract/law,"Stellar Recovery, Inc.",LA,Servicemember,17-06-2015,Closed with explanation,Yes,Yes,0
21-02-2017,Debt collection,Non-federal student loan,Communication tactics,Acted by contract/law,SLM CORPORATION,AL,Servicemember,21-02-2017,Closed with explanation,Yes,No,0
16-10-2015,Debt collection,Credit card,Cont'd attempts collect debt not owed,No public response provided,"MSW Capital, LLC",OH,Servicemember,16-10-2015,Closed with explanation,Yes,No,0
31-05-2016,Debt collection,Credit card,Communication tactics,Acted by contract/law,"Stellar Recovery, Inc.",TN,Older American,02-06-2016,Closed with explanation,Yes,Yes,7.92
10-11-2015,Debt collection,Medical,Cont'd attempts collect debt not owed,No public response provided,"Medical Data Systems, Inc.",NV,Older American,12-11-2015,Closed with explanation,Yes,No,7.92
12-06-2016,Debt collection,Credit card,False statements or representation,responds  only to consumer,"BANK OF AMERICA, NATIONAL ASSOCIATION",IL,Older American,12-06-2016,Closed with monetary relief,Yes,No,0
08-01-2016,Debt collection,Credit card,Disclosure verification of debt,No public response provided,"BANK OF AMERICA, NATIONAL ASSOCIATION",FL,Older American,08-01-2016,Closed with explanation,Yes,No,0
05-02-2016,Debt collection,"Other (i.e. phone, health club, etc.)",Communication tactics,responds  only to consumer,Source Receivables Management LLC,SC,Servicemember,07-03-2016,Closed with explanation,Yes,No,122.67
09-03-2016,Debt collection,Credit card,Communication tactics,responds  only to consumer,"BANK OF AMERICA, NATIONAL ASSOCIATION",OH,Older American,09-03-2016,Closed with explanation,Yes,No,0
27-11-2015,Debt collection,Credit card,Cont'd attempts collect debt not owed,Acted by contract/law,"Frederick J. Hanna & Associates, P.C. (closed)",GA,Servicemember,27-11-2015,Closed with explanation,Yes,No,0
25-03-2016,Debt collection,"Other (i.e. phone, health club, etc.)",Cont'd attempts collect debt not owed,Third party action,"Southwest Credit Systems, L.P.",FL,"Older American, Servicemember",28-03-2016,Closed,No,No,11.88
12-03-2017,Debt collection,"Other (i.e. phone, health club, etc.)",Cont'd attempts collect debt not owed,Acted by contract/law,"The CMI Group, Inc.",KY,Older American,12-03-2017,Closed with non-monetary relief,Yes,No,0
25-05-2015,Debt collection,Federal student loan,Improper contact or sharing of info,No public response provided,FINANCIAL ASSET MANAGEMENT SYSTEMS INC,NY,Servicemember,25-05-2015,Closed with explanation,Yes,No,0
05-08-2016,Student loan,Federal student loan servicing,Dealing with my lender or servicer,Acted by contract/law,Vermont Student Assistance Corporation,VT,Older American,05-08-2016,Closed with explanation,Yes,Yes,0
17-12-2016,Debt collection,Credit card,Disclosure verification of debt,responds  only to consumer,SYNCHRONY FINANCIAL,LA,Servicemember,17-12-2016,Closed with explanation,Yes,No,0
18-01-2017,Debt collection,Federal student loan,False statements or representation,responds  only to consumer,"Delta Management Associates, Inc.",VA,Servicemember,18-01-2017,Closed with explanation,Yes,Yes,0
13-08-2015,Debt collection,Medical,Communication tactics,Third party action,"JP RECOVERY SERVICES, INC.",OH,Servicemember,25-08-2015,Closed,Yes,Yes,47.49
25-07-2016,Debt collection,Medical,Cont'd attempts collect debt not owed,company disputing complaint,R & B Corporation of Virginia,VA,"Older American, Servicemember",25-07-2016,Closed with explanation,Yes,No,0
16-02-2016,Debt collection,Medical,Communication tactics,Acted by contract/law,"Retrieval-Masters Creditors Bureau, Inc., Elmsford, NY Branch",WA,Servicemember,16-02-2016,Closed with explanation,Yes,No,0
23-10-2015,Debt collection,"Other (i.e. phone, health club, etc.)",Cont'd attempts collect debt not owed,No public response provided,Radius Global Solutions LLC,FL,Servicemember,29-10-2015,Closed with explanation,Yes,Yes,23.73
12-03-2016,Debt collection,Credit card,False statements or representation,responds  only to consumer,Radius Global Solutions LLC,MD,Servicemember,12-03-2016,Closed with explanation,Yes,Yes,0
15-05-2015,Debt collection,Payday loan,Communication tactics,No public response provided,Cottonwood Financial Ltd.,TX,Servicemember,15-05-2015,Closed with explanation,Yes,No,0
01-08-2015,Debt collection,Medical,Disclosure verification of debt,No public response provided,"CMRE Financial Services, Inc.",CA,Servicemember,18-08-2015,Closed with explanation,No,Yes,67.28
09-04-2015,Debt collection,Credit card,Communication tactics,No public response provided,"Atlantic Credit & Finance, Inc.",TX,Servicemember,09-04-2015,Closed with non-monetary relief,Yes,No,0
12-01-2017,Debt collection,Credit card,Taking/threatening an illegal action,responds  only to consumer,SYNCHRONY FINANCIAL,IL,Servicemember,17-01-2017,Closed with explanation,Yes,No,19.78
28-09-2015,Debt collection,Auto,Cont'd attempts collect debt not owed,Acted by contract/law,"Lipsey, Morrison, Waller & Lipsey, P.C.",TN,Older American,01-10-2015,Closed with non-monetary relief,Yes,No,11.88
10-12-2015,Debt collection,"Other (i.e. phone, health club, etc.)",Cont'd attempts collect debt not owed,Acted by contract/law,"Ray Klein, Inc.",AL,Older American,18-12-2015,Closed,Yes,No,31.66
02-06-2016,Debt collection,"Other (i.e. phone, health club, etc.)",Improper contact or sharing of info,responds  only to consumer,Knight Adjustment Bureau,UT,Servicemember,02-06-2016,Closed with explanation,Yes,No,0
27-04-2016,Debt collection,Medical,Disclosure verification of debt,company disputing complaint,"The CMI Group, Inc.",CA,Servicemember,27-04-2016,Closed with non-monetary relief,Yes,No,0
16-06-2016,Debt collection,"Other (i.e. phone, health club, etc.)",Cont'd attempts collect debt not owed,Misunderstanding,"CCS Financial Services, Inc.",WA,Servicemember,26-07-2016,Closed with explanation,Yes,No,158.26
14-10-2015,Debt collection,Credit card,False statements or representation,Acted by contract/law,UNITED SERVICES AUTOMOBILE ASSOCIATION,AZ,Servicemember,14-10-2015,Closed with explanation,Yes,No,0
05-04-2016,Debt collection,Medical,Disclosure verification of debt,responds  only to consumer,"Kriya Capital, LLC",MS,"Older American, Servicemember",05-04-2016,Closed with non-monetary relief,Yes,No,0
01-06-2016,Debt collection,"Other (i.e. phone, health club, etc.)",Cont'd attempts collect debt not owed,Acted by contract/law,ERC,GA,Older American,01-06-2016,Closed with non-monetary relief,Yes,No,0
28-02-2016,Debt collection,"Other (i.e. phone, health club, etc.)",Cont'd attempts collect debt not owed,Acted by contract/law,Consumer Collection Management. Inc,MO,Older American,02-03-2016,Closed with explanation,No,No,11.87
19-08-2015,Debt collection,"Other (i.e. phone, health club, etc.)",Cont'd attempts collect debt not owed,Misunderstanding,"I.Q. DATA INTERNATIONAL, INC.",NV,Servicemember,19-08-2015,Closed with explanation,Yes,No,0
07-10-2016,Debt collection,Mortgage,Taking/threatening an illegal action,responds  only to consumer,"SELECT PORTFOLIO SERVICING, INC.",PA,Servicemember,07-10-2016,Closed with explanation,Yes,No,0
16-06-2015,Debt collection,"Other (i.e. phone, health club, etc.)",Communication tactics,No public response provided,"Eastpoint Recovery Group, Inc",FL,Servicemember,18-06-2015,Closed with explanation,Yes,No,7.91
29-01-2017,Debt collection,"Other (i.e. phone, health club, etc.)",Communication tactics,responds  only to consumer,"A.R.M. Solutions, Inc.",PA,Older American,29-01-2017,Closed with explanation,Yes,No,0
23-08-2016,Debt collection,"Other (i.e. phone, health club, etc.)",Disclosure verification of debt,Acted by contract/law,"Southwest Recovery Services, Inc.",TX,"Older American, Servicemember",25-08-2016,Closed with explanation,Yes,No,7.91
14-11-2015,Debt collection,Auto,Communication tactics,No public response provided,ALLY FINANCIAL INC.,NJ,Servicemember,14-11-2015,Closed with explanation,Yes,No,0
12-09-2015,Debt collection,Non-federal student loan,False statements or representation,No public response provided,WELLS FARGO & COMPANY,CA,Servicemember,16-09-2015,Closed with explanation,Yes,No,15.82
24-01-2017,Debt collection,"Other (i.e. phone, health club, etc.)",Cont'd attempts collect debt not owed,Acted by contract/law,ERC,TX,Servicemember,24-01-2017,Closed,Yes,No,0
09-02-2017,Debt collection,"Other (i.e. phone, health club, etc.)",Cont'd attempts collect debt not owed,Third party action,"I.Q. DATA INTERNATIONAL, INC.",WA,Servicemember,09-02-2017,Closed with explanation,Yes,No,0
15-05-2015,Debt collection,Medical,Cont'd attempts collect debt not owed,No public response provided,"Allied Collection Services, Inc. (Nevada)",NV,Older American,15-05-2015,Closed with explanation,Yes,Yes,0
27-10-2016,Debt collection,"Other (i.e. phone, health club, etc.)",Cont'd attempts collect debt not owed,company disputing complaint,"Professional Placement Services, LLC",MN,Servicemember,27-10-2016,Closed with explanation,Yes,No,0
09-02-2017,Debt collection,"Other (i.e. phone, health club, etc.)",Cont'd attempts collect debt not owed,Acted by contract/law,"National Credit Systems,Inc.",TX,Servicemember,09-02-2017,Closed with explanation,Yes,No,0
28-01-2016,Debt collection,Medical,Cont'd attempts collect debt not owed,Acted by contract/law,AmeriCollect,TX,Servicemember,28-01-2016,Closed with explanation,Yes,No,0
08-06-2016,Debt collection,"Other (i.e. phone, health club, etc.)",Taking/threatening an illegal action,Acted by contract/law,D. SCOTT CARRUTHERS,CA,Servicemember,18-07-2016,Closed,No,No,158.29
28-02-2017,Debt collection,Credit card,Communication tactics,responds  only to consumer,Army and Air Force Exchange Service,TX,Servicemember,28-02-2017,Closed with explanation,Yes,Yes,0
28-01-2017,Debt collection,Medical,Improper contact or sharing of info,Acted by contract/law,HCFS Healthcare Financial Services of TeamHealth,MT,Servicemember,28-01-2017,Closed with explanation,Yes,No,0
30-10-2016,Debt collection,Credit card,Cont'd attempts collect debt not owed,Acted by contract/law,"Timothy C. Runyan, P.C.",MI,Older American,14-12-2016,Closed with explanation,Yes,No,147.6
24-03-2017,Debt collection,Credit card,Cont'd attempts collect debt not owed,Acted by contract/law,Penn Credit Corporation,AP,Servicemember,24-03-2017,Closed with explanation,Yes,No,0
04-01-2017,Debt collection,Medical,Cont'd attempts collect debt not owed,Company can't verify or dispute the facts in the complaint,"The CMI Group, Inc.",FL,Servicemember,04-01-2017,Closed with non-monetary relief,Yes,No,0
15-02-2017,Debt collection,Medical,Improper contact or sharing of info,Acted by contract/law,"M. G. Credit, Inc.",FL,Older American,22-02-2017,Closed with explanation,Yes,No,27.69
07-09-2015,Debt collection,Federal student loan,Cont'd attempts collect debt not owed,No public response provided,"Windham Professionals, Inc.",DE,Servicemember,14-09-2015,Closed with non-monetary relief,Yes,No,27.71
01-06-2015,Debt collection,"Other (i.e. phone, health club, etc.)",Cont'd attempts collect debt not owed,No public response provided,WELLS FARGO & COMPANY,SC,Servicemember,08-06-2015,Closed with non-monetary relief,Yes,No,27.69
11-04-2016,Student loan,Federal student loan servicing,Dealing with my lender or servicer,Acted by contract/law,GREAT LAKES,FL,Older American,11-04-2016,Closed with explanation,Yes,No,0
15-08-2015,Debt collection,"Other (i.e. phone, health club, etc.)",Taking/threatening an illegal action,No public response provided,"Receivables Performance Management, LLC",GA,Servicemember,15-08-2015,Closed with explanation,No,No,0
22-09-2015,Student loan,Non-federal student loan,Dealing with my lender or servicer,No public response provided,"BANK OF AMERICA, NATIONAL ASSOCIATION",NY,Older American,22-09-2015,Closed with explanation,Yes,Yes,0
26-03-2015,Debt collection,"Other (i.e. phone, health club, etc.)",Taking/threatening an illegal action,Third party action,"ENOVA INTERNATIONAL, INC.",OH,Servicemember,26-03-2015,Closed with explanation,Yes,No,0
13-05-2015,Debt collection,Non-federal student loan,Disclosure verification of debt,No public response provided,"BANK OF AMERICA, NATIONAL ASSOCIATION",WA,Servicemember,13-05-2015,Closed with explanation,Yes,No,0
17-06-2015,Debt collection,"Other (i.e. phone, health club, etc.)",Cont'd attempts collect debt not owed,Acted by contract/law,ERC,CA,Older American,17-06-2015,Closed with non-monetary relief,Yes,No,0
10-06-2015,Debt collection,"Other (i.e. phone, health club, etc.)",Cont'd attempts collect debt not owed,Acted by contract/law,"Valentine and Kebartas, Inc.",AE,Servicemember,10-06-2015,Closed with explanation,Yes,No,0
02-08-2016,Debt collection,"Other (i.e. phone, health club, etc.)",Communication tactics,responds  only to consumer,SECURITY FINANCE CORP,NC,Older American,05-08-2016,Closed with non-monetary relief,Yes,No,11.86
28-12-2016,Debt collection,"Other (i.e. phone, health club, etc.)",Cont'd attempts collect debt not owed,Acted by contract/law,"Stellar Recovery, Inc.",WA,Servicemember,28-12-2016,Closed with explanation,Yes,No,0
17-08-2015,Debt collection,"Other (i.e. phone, health club, etc.)",Cont'd attempts collect debt not owed,Acted by contract/law,"Stellar Recovery, Inc.",WA,Older American,17-08-2015,Closed with explanation,Yes,No,0
23-03-2015,Debt collection,"Other (i.e. phone, health club, etc.)",Cont'd attempts collect debt not owed,Company can't verify or dispute the facts in the complaint,"Stellar Recovery, Inc.",GA,Servicemember,27-03-2015,Closed with explanation,Yes,No,15.81
30-04-2015,Debt collection,"Other (i.e. phone, health club, etc.)",Improper contact or sharing of info,No public response provided,"Receivables Performance Management, LLC",TX,Older American,30-04-2015,Closed with explanation,Yes,Yes,0
10-07-2015,Debt collection,"Other (i.e. phone, health club, etc.)",Cont'd attempts collect debt not owed,Third party action,"Southwest Credit Systems, L.P.",TX,Servicemember,10-07-2015,Closed,Yes,No,0
26-10-2015,Debt collection,Medical,Cont'd attempts collect debt not owed,Company can't verify or dispute the facts in the complaint,Grant & Weber,CA,Servicemember,27-10-2015,Closed with explanation,Yes,No,3.97
06-02-2016,Debt collection,Medical,Cont'd attempts collect debt not owed,No public response provided,"ESCALLATE, LLC",SC,Servicemember,06-02-2016,Closed with explanation,Yes,Yes,0
01-01-2016,Debt collection,"Other (i.e. phone, health club, etc.)",Cont'd attempts collect debt not owed,No public response provided,"Wilber and Associates, P.C.",CA,Older American,01-01-2016,Closed with explanation,Yes,No,0
12-07-2016,Debt collection,Federal student loan,Disclosure verification of debt,Acted by contract/law,GREAT LAKES,SC,Servicemember,12-07-2016,Closed with explanation,Yes,No,0
05-08-2016,Student loan,Federal student loan servicing,Can't repay my loan,responds  only to consumer,"Navient Solutions, LLC.",FL,Older American,09-08-2016,Closed with explanation,Yes,No,15.83
06-04-2016,Student loan,Federal student loan servicing,Can't repay my loan,Acted by contract/law,GREAT LAKES,CO,Older American,06-04-2016,Closed with explanation,Yes,No,0
31-03-2016,Debt collection,"Other (i.e. phone, health club, etc.)",Communication tactics,responds  only to consumer,"Navient Solutions, LLC.",PA,Older American,31-03-2016,Closed with explanation,Yes,No,0
22-03-2016,Debt collection,Mortgage,Disclosure verification of debt,responds  only to consumer,"BANK OF AMERICA, NATIONAL ASSOCIATION",IL,Older American,23-03-2016,Closed with explanation,Yes,No,3.97
19-10-2016,Student loan,Non-federal student loan,Dealing with my lender or servicer,responds  only to consumer,"ECMC GROUP, INC.",CA,Servicemember,21-10-2016,Closed with explanation,Yes,Yes,7.9
